tax_code;family_code;variant_key;volume_liter;waste_code;interval;variant;usage_type;source;source_text
HCO03;;BASE;;;;;;RULE:Taxa_från_edp:83;Hyra container 3 m³ Okänd ÅRKV HCO03 | Hyra container 3 m³ | ÅRKV | Hyra container 3 m³ | ANTB
HCO05;;BASE;;;;;;RULE:Taxa_från_edp:84;Hyra container 5 m³ Okänd ÅRKV HCO05 | Hyra container 5 m³ | ÅRKV | Hyra container 5 m³ | ANTB
HCO08;;BASE;;;;;;STANDARD:Standard Avfall:425;Hyra container 8 m³ ÅRKV ANTB
HCO08;;BASE;;;;;;RULE:Taxa_från_edp:85;Hyra container 8 m³ Okänd ÅRKV HCO08 | Hyra container 8 m³ | ÅRKV | Hyra container 8 m³ | ANTB
HRF20;;BASE;;;;;;STANDARD:Standard Avfall:467;Hyra rullflak container 10-20 m³ ÅRKV ANTB
HRF20K;;BASE;;;;;;STANDARD:Standard Avfall:468;Hyra rullflak container 10-20 m³, korttidsHyra ÅRKV ANTB
HRF40;;BASE;;;;;;STANDARD:Standard Avfall:469;Hyra rullflak container 22-40 m³ ÅRKV ANTB
HRF40K;;BASE;;;;;;STANDARD:Standard Avfall:470;Hyra rullflak container 22-40 m³, korttidsHyra ÅRKV ANTB
HSK2;;BASE;;;;;;STANDARD:Standard Avfall:459;Hyra sopskåp, 2 luckor ÅRKV ANTB
HSK3;;BASE;;;;;;STANDARD:Standard Avfall:460;Hyra sopskåp, 3 luckor ÅRKV ANTB
LD06BR13;;BASE;;;;;;STANDARD:Standard Avfall:419;Liftdumper container 6 m³, brännbart avfall. Var 4:e vecka ÅRKV ANTB
MB1300OS13;;BASE;;;;;;STANDARD:Standard Avfall:244;Markbehållare 1,3 m³, osorterat avfall. Var 4:e vecka ÅRKV ANTB
MB1300OS26;;BASE;;;;;;STANDARD:Standard Avfall:243;Markbehållare 1,3 m³, osorterat avfall. Var 14:e dag ÅRKV ANTB
MB1300OS52;;BASE;;;;;;STANDARD:Standard Avfall:242;Markbehållare 1,3 m³, osorterat avfall. Varje vecka ÅRKV ANTB
MB1300OSBUD;;BASE;;;;;;STANDARD:Standard Avfall:245;Markbehållare 1,3 m³, osorterat avfall. Budning KVAN ANTL
MB1600OS13;;BASE;;;;;;STANDARD:Standard Avfall:256;Markbehållare 1,6 m³, osorterat avfall. Var 4:e vecka ÅRKV ANTB
MB1600OS26;;BASE;;;;;;STANDARD:Standard Avfall:255;Markbehållare 1,6 m³, osorterat avfall. Var 14:e dag ÅRKV ANTB
MB1600OS52;;BASE;;;;;;STANDARD:Standard Avfall:254;Markbehållare 1,6 m³, osorterat avfall. Varje vecka ÅRKV ANTB
MB1600OSBUD;;BASE;;;;;;STANDARD:Standard Avfall:257;Markbehållare 1,6 m³, osorterat avfall. Budning KVAN ANTL
MB2200OS13;;BASE;;;;;;STANDARD:Standard Avfall:262;Markbehållare 2,2 m³, osorterat avfall. Var 4:e vecka ÅRKV ANTB
MB2200OS26;;BASE;;;;;;STANDARD:Standard Avfall:261;Markbehållare 2,2 m³, osorterat avfall. Var 14:e dag ÅRKV ANTB
MB2200OS52;;BASE;;;;;;STANDARD:Standard Avfall:260;Markbehållare 2,2 m³, osorterat avfall. Varje vecka ÅRKV ANTB
MB2200OSBUD;;BASE;;;;;;STANDARD:Standard Avfall:263;Markbehållare 2,2 m³, osorterat avfall. Budning KVAN ANTL
MB3200OS13;;BASE;;;;;;STANDARD:Standard Avfall:268;Markbehållare 3,2 m³, osorterat avfall. Var 4:e vecka ÅRKV ANTB
MB3200OS26;;BASE;;;;;;STANDARD:Standard Avfall:267;Markbehållare 3,2 m³, osorterat avfall. Var 14:e dag ÅRKV ANTB
MB3200OS52;;BASE;;;;;;STANDARD:Standard Avfall:266;Markbehållare 3,2 m³, osorterat avfall. Varje vecka ÅRKV ANTB
MB3200OSBUD;;BASE;;;;;;STANDARD:Standard Avfall:269;Markbehållare 3,2 m³, osorterat avfall. Budning KVAN ANTL
MB5000OS13;;BASE;;;;;;STANDARD:Standard Avfall:274;Markbehållare 5 m³, osorterat avfall. Var 4:e vecka ÅRKV ANTB
MB5000OS26;;BASE;;;;;;STANDARD:Standard Avfall:273;Markbehållare 5 m³, osorterat avfall. Var 14:e dag ÅRKV ANTB
MB5000OS52;;BASE;;;;;;STANDARD:Standard Avfall:272;Markbehållare 5 m³, osorterat avfall. Varje vecka ÅRKV ANTB
MB5000OSBUD;;BASE;;;;;;STANDARD:Standard Avfall:275;Markbehållare 5 m³, osorterat avfall. Budning KVAN ANTL
MF1;;BASE;;;;;;RULE:Taxa_från_edp:155;Miljöfarligt avfall nivå , små/medel företag Okänd ÅRPR MF1 | Miljöfarligt avfall nivå , små/medel företag | ÅRPR | Miljöfarligt avfall nivå 1 | 
MF2;;BASE;;;;;;RULE:Taxa_från_edp:156;Miljöfarligt avfall nivå 2, större företag Okänd ÅRPR MF2 | Miljöfarligt avfall nivå 2, större företag | ÅRPR | Miljöfarligt avfall nivå 2 | 
MRV03SL;;BASE;;;;;;STANDARD:Standard Slam:82;Minireningsverk, 0-3 m³ slam KVAN ANTL
MRV03SLB;;BASE;;;;;;STANDARD:Standard Slam:65;Minireningsverk, 0-3 m³ slam. Budning KVAN ANTL
MRV03SLBUD;;BASE;;;;;;STANDARD:Standard Slam:32;Minireningsverk, 0-3 m³ slam. Budning ÅRKV 2
MRV03SLBUD;;BASE;;;;;;RULE:Taxa_från_edp:157;Minireningsverk 0-3 m³, slam. Budning Slam Slam ÅRKV MRV03SLBUD | Minireningsverk 0-3 m³, slam. Budning | ÅRKV | Minireningsverk 0-3 m³, slam. Budning | ANTB
MRV03SLO;;BASE;;;;;;STANDARD:Standard Slam:49;Minireningsverk, 0-3 m³ slam. Ordinarie tur KVAN ANTL
MRV03SLORD;;BASE;;;;;;STANDARD:Standard Slam:16;Minireningsverk, 0-3 m³ slam. Ordinarie tur ÅRKV 0
MRV03SLORD;;BASE;;;;;;RULE:Taxa_från_edp:158;Minireningsverk 0-3 m³, slam. Ordinarie tur Slam Slam ÅRKV MRV03SLORD | Minireningsverk 0-3 m³, slam. Ordinarie tur | ÅRKV | Minireningsverk 0-3 m³, slam. Ordinarie tur | ANTB
MRV36SL;;BASE;;;;;;STANDARD:Standard Slam:83;Minireningsverk, 3,1-6 m³ slam KVAN ANTL
MRV36SLB;;BASE;;;;;;STANDARD:Standard Slam:66;Minireningsverk, 3,1-6 m³ slam. Budning KVAN ANTL
MRV36SLBUD;;BASE;;;;;;STANDARD:Standard Slam:33;Minireningsverk, 3,1-6 m³ slam. Budning ÅRKV 3
MRV36SLBUD;;BASE;;;;;;RULE:Taxa_från_edp:159;Minireningsverk 3,1-6 m³, slam. Budning Slam Slam ÅRKV MRV36SLBUD | Minireningsverk 3,1-6 m³, slam. Budning | ÅRKV | Minireningsverk 3,1-6 m³, slam. Budning | ANTB
MRV36SLO;;BASE;;;;;;STANDARD:Standard Slam:50;Minireningsverk, 3,1-6 m³ slam. Ordinarie tur KVAN ANTL
MRV36SLORD;;BASE;;;;;;STANDARD:Standard Slam:17;Minireningsverk, 3,1-6 m³ slam. Ordinarie tur ÅRKV 0
MRV36SLORD;;BASE;;;;;;RULE:Taxa_från_edp:160;Minireningsverk 3,1-6 m³, slam. Ordinarie tur Slam Slam ÅRKV MRV36SLORD | Minireningsverk 3,1-6 m³, slam. Ordinarie tur | ÅRKV | Minireningsverk 3,1-6 m³, slam. Ordinarie tur | ANTB
MRVÖ6SL;;BASE;;;;;;STANDARD:Standard Slam:84;Minireningsverk, över 6 m³ slam KVAN ANTL
MRVÖ6SLB;;BASE;;;;;;STANDARD:Standard Slam:67;Minireningsverk, över 6 m³ slam. Budning KVAN ANTL
MRVÖ6SLBUD;;BASE;;;;;;STANDARD:Standard Slam:34;Minireningsverk, över 6 m³ slam. Budning ÅRKV 4
MRVÖ6SLBUD;;BASE;;;;;;RULE:Taxa_från_edp:161;Minireningsverk över 6 m³, slam. Budning Slam Slam ÅRKV MRVÖ6SLBUD | Minireningsverk över 6 m³, slam. Budning | ÅRKV | Minireningsverk över 6 m³, slam. Budning | ANTB
MRVÖ6SLO;;BASE;;;;;;STANDARD:Standard Slam:51;Minireningsverk, över 6 m³ slam. Ordinarie tur KVAN ANTL
MRVÖ6SLORD;;BASE;;;;;;STANDARD:Standard Slam:18;Minireningsverk, över 6 m³ slam. Ordinarie tur ÅRKV 0
MRVÖ6SLORD;;BASE;;;;;;RULE:Taxa_från_edp:162;Minireningsverk över 6 m³, slam. Ordinarie tur Slam Slam ÅRKV MRVÖ6SLORD | Minireningsverk över 6 m³, slam. Ordinarie tur | ÅRKV | Minireningsverk över 6 m³, slam. Ordinarie tur | ANTB
NYFF1;;BASE;;;;;;STANDARD:Standard Avfall:312;Dummytaxa, ny tjänst via ändringsorder Fyrfack 1 ÅRKV 0
NYFF2;;BASE;;;;;;STANDARD:Standard Avfall:313;Dummytaxa, ny tjänst via ändringsorder Fyrfack 2 ÅRKV 0
RF30BR52;;BASE;;;;;;STANDARD:Standard Avfall:418;Rullflak container 30 m³, brännbart avfall. Varje vecka ÅRKV ANTB
VAK2;;BASE;;;;;;RULE:Taxa_från_edp:250;VA MER ÄN 200 kvm Okänd ÅRPR VAK2 | VA MER ÄN 200 kvm | ÅRPR | Vatten och avlopp | 
VOLVOL60G;;BASE;;;;;;RULE:Taxa_från_edp:276;Volvo L60G- externa tjänster Okänd KVAN VOLVOL60G | Volvo L60G- externa tjänster | KVAN | Volvo L60G | TIMT
BASSLORDKOM;;BASSLORDKOM;;;;BASSLORDKOM;;RULE:Taxa_från_edp:17;Reningsverksbassäng, slam. Ord. tur Kommunal Slam Slam ÅRKV BASSLORDKOM | Reningsverksbassäng, slam. Ord. tur Kommunal | ÅRKV | Reningsverksbassäng, slam. Ord. tur Kommunal | ANTB
BBRÄNNBART;;BBRÄNNBART;;;;BBRÄNNBART;;STANDARD:Standard Avfall:448;Behandling brännbart avfall, pris per kilo KVAN VIKG
BEHASKA;;BEHASKA;;;;BEHASKA;;RULE:Taxa_från_edp:24;Behandlingsavgift Aska Okänd KVAN BEHASKA | Behandlingsavgift Aska | KVAN | Behandlingsavgift Aska | KBM
BEHSLAM;;BEHSLAM;;;;BEHSLAM;;RULE:Taxa_från_edp:26;Behandlingsavgift Slam Slam Slam KVAN BEHSLAM | Behandlingsavgift Slam | KVAN | Behandlingsavgift Slam | KBM
BEHSLAMSTAT;;BEHSLAMSTAT;;;;BEHSLAMSTAT;;RULE:Taxa_från_edp:27;Behandlingsavgift Slam Statistik Slam Slam KVAN BEHSLAMSTAT | Behandlingsavgift Slam Statistik | KVAN | Behandlingsavgift Slam | KBM
BETALSÄCK;;BETALSÄCK;;;;BETALSÄCK;;RULE:Taxepunkter:150;Betalsäck Hushåll KVAN §2.4.10 | §2.4.10 | Betalsäck |  | st/säck | BETALSÄCK | BETALSÄCK | KVAN |  |  |  | 
BETALSÄCK;;BETALSÄCK;;;;BETALSÄCK;;RULE:Taxa_från_edp:28;Betalsäck, pris per säck Okänd KVAN BETALSÄCK | Betalsäck, pris per säck | KVAN | Betalsäck, pris per säck | ANTL
BRÄNNBART;;BRÄNNBART;;;;BRÄNNBART;;RULE:Taxa_från_edp:37;Brännbart avfall Okänd KVAN BRÄNNBART | Brännbart avfall | KVAN | Brännbart avfall | VITO
BS;;BS;;;;BS;;RULE:Taxa_från_edp:38;Byte av sopkärl Okänd KVAN BS | Byte av sopkärl | KVAN | Byte av sopkärl | ANTL
BUDNING;;BUDNING;;;;BUDNING;;STANDARD:Standard Avfall:200;Budningsavgift KVAN ANTL
DRÖJRÄNTA;;DRÖJRÄNTA;;;;DRÖJRÄNTA;;RULE:Taxa_från_edp:43;Dröjsmålsränta Okänd KVAN DRÖJRÄNTA | Dröjsmålsränta | KVAN | Dröjsmålsränta | 
EVENEMANG;;EVENEMANG;;;;EVENEMANG;;RULE:Taxa_från_edp:47;Tjänsttaxa för tillfälliga evenemangskärl Okänd ÅRKV EVENEMANG | Tjänsttaxa för tillfälliga evenemangskärl | ÅRKV | Tjänsttaxa för evenemangskärl | 0
EXTRA;;EX;;;;EX;;RULE:Taxa_från_edp:48;Efteranmälan slamtömning Slam Slam KVAN EXTRA | Efteranmälan slamtömning | KVAN | Förseningsavgift efteranmälan | ANTL
VAK2;;EX;;;;EX;;RULE:Taxa_från_edp:251;VA MER ÄN 200 kvm Okänd ÅRKV VAK2 | VA MER ÄN 200 kvm | ÅRKV | Extra avgift per 100kvm över 200kvm | KVM
FBATTLÅDA;;FBATTLÅDA;;;;FBATTLÅDA;;STANDARD:Standard Avfall:288;Försäljning batterilåda, inkl. stativ KVAN ANTL
FDEKALL;;FDEKALL;;;;FDEKALL;;STANDARD:Standard Avfall:285;Försäljning dekal, liten KVAN ANTL
FDEKALS;;FDEKALS;;;;FDEKALS;;STANDARD:Standard Avfall:286;Försäljning dekal, stor KVAN ANTL
FEAKUT;;FEAKUT;;;;FEAKUT;;STANDARD:Standard Slam:119;Fett, akuttömning KVAN ANTL
FEBEHAVG;;FEBEHAVG;;;;FEBEHAVG;;STANDARD:Standard Slam:120;Fett, behandlingsavgift KVAN VITO eller KBMF
FEBUD;;FEBUD;;;;FEBUD;;STANDARD:Standard Slam:118;Fett, tillägg budning KVAN ANTL
FELSORT;;FELSORT;;;;FELSORT;;RULE:Taxepunkter:131;Kärl Hushåll Tillfälle KVAN §2.4.6 | §2.4.6 | Kärl |  | st/tillfälle | FELSORT | FELSORT | KVAN |  |  |  | 
FELSORT;;FELSORT;;;;FELSORT;;RULE:Taxepunkter:132;Bottentömmande behållare Hushåll Tillfälle KVAN §2.4.6 | §2.4.6 | Bottentömmande behållare |  | st/tillfälle | FELSORT | FELSORT | KVAN |  |  |  | 
FELSORT;;FELSORT;;;;FELSORT;;RULE:Taxa_från_edp:50;Felsorteringsavgift, pris per tillfälle och kärl Okänd Tillfälle KVAN FELSORT | Felsorteringsavgift, pris per tillfälle och kärl | KVAN | Felsorteringsavgift, pris per tillfälle och kärl | ANTL
FELSORTAVG;;FELSORTAVG;;;;FELSORTAVG;;STANDARD:Standard Avfall:303;Felsorteringsavgift KVAN ANTL
FEÖVERKBM;;FEÖVERKBM;;;;FEÖVERKBM;;STANDARD:Standard Slam:121;Fett, tillägg överkbm KVAN KBMÖ
FILMBESIKT;;FILMBESIKT;;;;FILMBESIKT;;RULE:Taxa_från_edp:51;Filmning/besiktning Okänd KVAN FILMBESIKT | Filmning/besiktning | KVAN | Filmning/besiktning | TIMT
FJ;;FJ;;;;FJ;;RULE:Taxa_från_edp:52;FJÄRRVÄRME Okänd FÖRB FJ | FJÄRRVÄRME | FÖRB | Fjärrvärme | 
FLAKÄRL;;FLAKÄRL;;;;FLAKÄRL;;STANDARD:Standard Avfall:284;Försäljning Latrinkärl KVAN ANTL
FRAMKAVG;;FRAMKAVG;;;;FRAMKAVG;;RULE:Taxa_från_edp:53;Framkörningsavgift Okänd KVAN FRAMKAVG | Framkörningsavgift | KVAN | Framkörningsavgift | ANTL
FRAMKAVG;;FRAMKAVG|VERKSAMHET;;;;FRAMKAVG;VERKSAMHET;RULE:Taxepunkter:193;Framkörningsavgift då ordinarie tömning inte skett på grund av hinder, abonnenten vägrar, bristfällig väg eller annat Flerbostad/verksamhet Tillfälle KVAN §3.3.2 | §3.3.2 | Framkörningsavgift då ordinarie tömning inte skett på grund av hinder, abonnenten vägrar, bristfällig väg eller annat |  | kr/tillfälle | FRAMKAVG | FRAMKAVG | KVAN |  |  |  | 
GEMNYCKEL3;;FRITID;;;;;FRITID;RULE:Taxa_från_edp:61;Telefonnyckel nr 3 Gemlipfri Okänd ÅRPR GEMNYCKEL3 | Telefonnyckel nr 3 Gemlipfri | ÅRPR | Telefonnyckel nr 3 Gemlipfri | 
GEMNYCKEL4;;FRITID;;;;;FRITID;RULE:Taxa_från_edp:62;Telefonnyckel nr 4 Gemlipfri Okänd ÅRPR GEMNYCKEL4 | Telefonnyckel nr 4 Gemlipfri | ÅRPR | Telefonnyckel nr 4 Gemlipfri | 
FRIFAKTURA;;FRI|FRITID;;;;FRI;FRITID;RULE:Taxa_från_edp:54;Fri faktura, standard Okänd KVAN FRIFAKTURA | Fri faktura, standard | KVAN | Fri faktura, standard | 
FRIKV;;FRI|FRITID;;;;FRI;FRITID;RULE:Taxa_från_edp:55;FRI KVANTITET Okänd KVAN FRIKV | FRI KVANTITET | KVAN |  | ANTB
FRIUT;;FRI|FRITID;;;;FRI;FRITID;RULE:Taxa_från_edp:56;FRITT UTFÖRANDE Okänd KVAN FRIUT | FRITT UTFÖRANDE | KVAN |  | ANTL
FRUSEN;;FRUSEN;;;;FRUSEN;;RULE:Taxa_från_edp:57;BYTE AV FRUSEN MÄTARE Okänd KVAN FRUSEN | BYTE AV FRUSEN MÄTARE | KVAN | Byte av frusen mätare | ANTL
FSKYLT;;FSKYLT;;;;FSKYLT;;STANDARD:Standard Avfall:287;Försäljning skylt KVAN ANTL
FSÄMB;;FSÄMB;;;;FSÄMB;;STANDARD:Standard Avfall:295;Försäljning säck, markbehållare. Pris per st KVAN ANTL
GEMKÄFRI;;GEMKÄFRI|FRITID;;;;GEMKÄFRI;FRITID;RULE:Taxa_från_edp:58;Gemensam uppsamlingsplats med eget kärl, fritidshus Okänd ÅRKV GEMKÄFRI | Gemensam uppsamlingsplats med eget kärl, fritidshus | ÅRKV | Hämtningavgift gemensam uppsamlingsplats, eget kärl | ANTB
GEMNYCKELTAGG;;GEMNYCKELTAGG|FRITID;;;;GEMNYCKELTAGG;FRITID;RULE:Taxa_från_edp:63;Tagg Gemlipfri Okänd ÅRPR GEMNYCKELTAGG | Tagg Gemlipfri | ÅRPR | Tagg Gemlipfri | 
GM;;GM;;;;GM;;RULE:Taxa_från_edp:64;GRUND OCH MÄTARAVGIFT Okänd ÅRPR GM | GRUND OCH MÄTARAVGIFT | ÅRPR | Grund och mätaravgift | 
GROVAVFALL;;GROVAVFALL|VERKSAMHET;;;;GROVAVFALL;VERKSAMHET;RULE:Taxa_från_edp:65;Grovavfall/organiskt avfall, storkompost (verksamhet) Okänd KVAN GROVAVFALL | Grovavfall/organiskt avfall, storkompost (verksamhet) | KVAN | Grovavfall/organiskt avfall, storkompost | VITO
GROVBUD;;GROVBUD;;;;GROVBUD;;STANDARD:Standard Avfall:198;Hämtning grovavfall, budning KVAN ANTL
GROVBUD;;GROVBUD;;;;GROVBUD;;RULE:Taxa_från_edp:66;Budning av grovavfall, pris per tillfälle Okänd Tillfälle KVAN GROVBUD | Budning av grovavfall, pris per tillfälle | KVAN | Budning av grovavfall, pris per tillfälle | ANTL
GRUNDFLB;;GRUNDFLB|LÄGENHET;;;;GRUNDFLB;LÄGENHET;RULE:Taxepunkter:12;Lägenhet i flerbostadshus Hushåll ÅRKV §2.1 | §2.1 | Lägenhet i flerbostadshus |  | st/år | GRUNDFLB | GRUNDFLB | ÅRKV |  |  |  | 
GRUNDFLB;;GRUNDFLB|LÄGENHET;;;;GRUNDFLB;LÄGENHET;RULE:Taxa_från_edp:67;Grundavgift per lägenhet, flerbostadshus Okänd ÅRKV GRUNDFLB | Grundavgift per lägenhet, flerbostadshus | ÅRKV | Grundavgift per lägenhet | LÄGH
GRUNDFRI;;GRUNDFRI|FRITID;;;;GRUNDFRI;FRITID;RULE:Taxepunkter:10;Fritidshus Hushåll ÅRPR §2.1 | §2.1 | Fritidshus |  | st/år | GRUNDFRI | GRUNDFRI | ÅRPR |  |  |  | 
GRUNDFRI;;GRUNDFRI|FRITID;;;;GRUNDFRI;FRITID;RULE:Taxa_från_edp:68;Grundavgift fritidshus Okänd ÅRPR GRUNDFRI | Grundavgift fritidshus | ÅRPR | Grundavg. renhåll. fritid | 
GRUNDLOK;;GRUNDLOK;;;;GRUNDLOK;;RULE:Taxa_från_edp:71;Grundavgift lokaler, föreningar etc. Okänd ÅRPR GRUNDLOK | Grundavgift lokaler, föreningar etc. | ÅRPR | Grundavgift | 
GRUNDLÄG;;GRUNDLÄG|LÄGENHET;;;;GRUNDLÄG;LÄGENHET;RULE:Taxa_från_edp:72;Grundavgift, tvåbostadshus Okänd ÅRKV GRUNDLÄG | Grundavgift, tvåbostadshus | ÅRKV | Grundavgift per lägenhet | LÄGH
GRUNDLÄG;;GRUNDLÄG|VERKSAMHET;;;;GRUNDLÄG;VERKSAMHET;RULE:Taxepunkter:11;Verksamhet Hushåll ÅRKV §2.1 | §2.1 | Verksamhet |  | st/år | GRUNDLÄG | GRUNDLÄG | ÅRKV |  |  |  | 
GRUNDPERM;;GRUNDPERM|PERMANENT;;;;GRUNDPERM;PERMANENT;RULE:Taxa_från_edp:74;Grundavgift permanentboende *ska upphöra* Okänd ÅRPR GRUNDPERM | Grundavgift permanentboende *ska upphöra* | ÅRPR | Grundavgift permanentboende | 
GRUNDPER;;GRUNDPER|PERMANENT;;;;GRUNDPER;PERMANENT;RULE:Taxa_från_edp:73;Grundavgift permanentboende Okänd ÅRPR GRUNDPER | Grundavgift permanentboende | ÅRPR | Grundavgift renhållning perm. | 
GRUNDPER;;GRUNDPER|SMÅHUS;;;;GRUNDPER;SMÅHUS;RULE:Taxepunkter:9;En- och tvåbostadshus Hushåll ÅRPR §2.1 | §2.1 | En- och tvåbostadshus |  | st/år | GRUNDPER | GRUNDPER | ÅRPR |  |  |  | 
HBL;;HBL;;;;HBL;;STANDARD:Standard Avfall:457;Hyra batterilåda ÅRKV ANTB
HBL;;HBL;;;;HBL;;STANDARD:Standard Avfall:463;Hyra baklastar container ÅRKV ANTB
HBP;;HBP;;;;HBP;;STANDARD:Standard Avfall:458;Hyra balpress ÅRKV ANTB
HEMKOMP;;HEMKOMP;;;;HEMKOMP;;STANDARD:Standard Avfall:315;Dummytaxa hemkompost ÅRKV 0
HFL;;HFL;;;;HFL;;STANDARD:Standard Avfall:462;Hyra frontlastar container ÅRKV ANTB
HKP;;HKP;;;;HKP;;STANDARD:Standard Avfall:464;Hyra komprimator/ komprimerande container ÅRKV ANTB
HLD;;HLD;;;;HLD;;STANDARD:Standard Avfall:465;Hyra liftdumper container ÅRKV ANTB
HLDK;;HLDK;;;;HLDK;;STANDARD:Standard Avfall:466;Hyra liftdumper container, korttidsHyra ÅRKV ANTB
HÄMTFARLIGT;;HÄMTFARLIGT;;;;HÄMTFARLIGT;;RULE:Taxa_från_edp:99;Hämtning av farligt avfall hos hushåll (max 25 kg) Okänd Farligt avfall KVAN HÄMTFARLIGT | Hämtning av farligt avfall hos hushåll (max 25 kg) | KVAN | Hämtning av farligt avfall, pris per tillfälle | ANTL
INERTAVFALL;;INERTAVFALL;;;;INERTAVFALL;;RULE:Taxa_från_edp:100;Inert avfall. Tex klinker, porslin, toalettstolar Okänd KVAN INERTAVFALL | Inert avfall. Tex klinker, porslin, toalettstolar | KVAN | Inert avfall. Tex klinker, porslin, toalettstolar | VITO
INKASSO;;INKASSO;;;;INKASSO;;RULE:Taxa_från_edp:101;Inkassoavgift Okänd KVAN INKASSO | Inkassoavgift | KVAN | Inkassoavgift | 
KONTRAVG;;KONTRAVG;;;;KONTRAVG;;STANDARD:Standard Avfall:302;Kontrollavgift KVAN ANTL
KREDGRUNDPER;;KREDGRUNDPER;;;;KREDGRUNDPER;;RULE:Taxa_från_edp:102;Kreditering av grundavgifter april/maj 2023 Okänd KVAN KREDGRUNDPER | Kreditering av grundavgifter april/maj 2023 | KVAN | Kreditering av grundavgifter april/maj 2023 | ANTL
KÖKSL;;KÖKSL;;;;KÖKSL;;STANDARD:Standard Slam:88;Köksavlopp, slam KVAN ANTL
KÖKSLB;;KÖKSLB;;;;KÖKSLB;;STANDARD:Standard Slam:71;Köksavlopp, slam. Budning KVAN ANTL
KÖKSLBUD;;KÖKSLBUD;;;;KÖKSLBUD;;STANDARD:Standard Slam:38;Köksavlopp, slam. Budning ÅRKV 8
KÖKSLO;;KÖKSLO;;;;KÖKSLO;;STANDARD:Standard Slam:55;Köksavlopp, slam. Ordinarie tur KVAN ANTL
KÖKSLORD;;KÖKSLORD;;;;KÖKSLORD;;STANDARD:Standard Slam:22;Köksavlopp, slam. Ordinarie tur ÅRKV 0
L;;L;;;;L;;RULE:Taxa_från_edp:133;EXTRA SLANG > 5 M Okänd KVAN L | EXTRA SLANG > 5 M | KVAN | Extra slang > 5 m | ANTL
LATKOMP;;LATKOMP;;;;LATKOMP;;STANDARD:Standard Avfall:317;Dummytaxa latrinkompost ÅRKV 0
LATRINBEHÅLL;;LATRINBEHÅLL;;;;LATRINBEHÅLL;;RULE:Taxa_från_edp:134;Avgift för latrinbehållare Okänd KVAN LATRINBEHÅLL | Avgift för latrinbehållare | KVAN | Avgift för latrinbehållare | ANTL
VAL2;;LÄGENHET;;;;;LÄGENHET;RULE:Taxa_från_edp:252;VA HÖGST 2 LÄGENHETER Okänd ÅRPR VAL2 | VA HÖGST 2 LÄGENHETER | ÅRPR | Vatten och avlopp | 
VAL3;;LÄGENHET;;;;;LÄGENHET;RULE:Taxa_från_edp:253;VA MER ÄN 2 LÄGENHETER Okänd ÅRKV VAL3 | VA MER ÄN 2 LÄGENHETER | ÅRKV | Vatten och avlopp mer än 2 lgh | KBMV
BINI1000;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:29;Bini 1000 lastväxlare- Okänd KVAN BINI1000 | Bini 1000 lastväxlare- | KVAN | Bini 1000 lastväxlare | TIMT
FL04BR26;;LÅS;;;;LÅS;;STANDARD:Standard Avfall:417;Frontlastar container 4 m³, brännbart avfall. Var 14:e dag ÅRKV ANTB
MB1400GF;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:136;Tömning Markbehållare 1.4 m³, glas färgat. Tjänsttaxa Okänd ÅRKV MB1400GF | Tömning Markbehållare 1.4 m³, glas färgat. Tjänsttaxa | ÅRKV | Tömning Markbehållare 1.4 m³, glas färgat. | 0
MB1400GFTÖM;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:137;Tömning Markbehållare 1.4 m³, glas färgat. Okänd KVAN MB1400GFTÖM | Tömning Markbehållare 1.4 m³, glas färgat. | KVAN | Tömning Markbehållare 1.4 m³, glas färgat. | ANTL
MB1400GO;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:138;Tömning Markbehållare 1.4 m³, glas ofärgat. Tjänsttaxa Okänd ÅRKV MB1400GO | Tömning Markbehållare 1.4 m³, glas ofärgat. Tjänsttaxa | ÅRKV | Tömning Markbehållare 1.4 m³, glas ofärgat. | 0
MB1400GOTÖM;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:139;Tömning Markbehållare 1.4 m³, glas ofärgat. Okänd KVAN MB1400GOTÖM | Tömning Markbehållare 1.4 m³, glas ofärgat. | KVAN | TTömning Markbehållare 1.4 m³, glas ofärgat. | ANTL
UJ1500GF;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:225;Underjordsbehållare 1,5 m³, glas färgat. Tjänsttaxa Okänd ÅRKV UJ1500GF | Underjordsbehållare 1,5 m³, glas färgat. Tjänsttaxa | ÅRKV | Underjordsbehållare 1,5 m³, glas färgat | 0
UJ1500GFTÖM;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:226;Tömning underjordsbehållare 1,5 m³, glasförp färgat Okänd KVAN UJ1500GFTÖM | Tömning underjordsbehållare 1,5 m³, glasförp färgat | KVAN | Tömning underjordsbehållare 1,5 m³, glasförp färgat | ANTL
UJ1500GO;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:227;Underjordsbehållare 1,5 m³, glas ofärgat. Tjänsttaxa Okänd ÅRKV UJ1500GO | Underjordsbehållare 1,5 m³, glas ofärgat. Tjänsttaxa | ÅRKV | Underjordsbehållare 1,5 m³, glas ofärgat | 0
