Tax Decision Report

Priority:
1. Bekräftad kommun-EDP / Taxa_från_edp
2. Word-taxa
3. Standardtaxor endast som förslag
4. Manuell granskning

Total: 241
EDP_MATCH: 0
STANDARD_PROPOSAL: 0
REVIEW_REQUIRED: 113
NEW_TAXA: 128

Details:
- NEW_TAXA | 6.1.2 | Diesel | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- NEW_TAXA | 6.1.2 | Bensinrester | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Hydralslang, med/utan koppling | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- NEW_TAXA | 6.1.2 | Förpackningar, tömde ej rengjorda | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Oljeavfall, fast osorterat emba | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Absorbermedel, filtermaterial | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Oljefilter | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Bromsvätska | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Transformator, kondensator med PCB | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Fogskum | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Halon | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Koldioxid | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Brandsläckare | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | Helium | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.38 justerad=0.43. Matchar category: ÅVC/verksamhetsavfall, waste_type: Asbest. Skillnader property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='Volym', factor_hint: Word='VIKG' kandidat='VOLM'
- NEW_TAXA | 6.1.2 | Tändare | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Syrgas | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Oxiderande fast ämne/vätska | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Klorex | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Aerosoler isocyanat, bekämpning | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Gasol inkl tub | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Gasol, blå programmet | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Giftig organisk vätska | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Småkemikalier, ej Hg-haltiga | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Giftig oorganisk vätska | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Oxidationsmedel, flytande | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Asbest, emballerat | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Smittförande avfall | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Lösningsmedel | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Väteperoxid | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Flourvätesyra | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Svavelsyra | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Salpetersyra | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Surt oorganisk fast ämne | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | Surt organisk fast ämne | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.33 justerad=0.38. Matchar category: ÅVC/verksamhetsavfall, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader waste_type: Word='Oljeavfall' kandidat='', container_type: Word='' kandidat='Säck', container_volume_liter: Word='' kandidat='240', property_type: Word='Verksamhet' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Surt oorganisk vätska | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.33 justerad=0.38. Matchar category: ÅVC/verksamhetsavfall, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader waste_type: Word='Oljeavfall' kandidat='', container_type: Word='' kandidat='Säck', container_volume_liter: Word='' kandidat='240', property_type: Word='Verksamhet' kandidat=''
- NEW_TAXA | 6.1.2 | Surt organisk vätska | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- NEW_TAXA | 6.1.2 | Ammoniaklösning | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- NEW_TAXA | 6.1.2 | Alkaliskt avfall fast | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Basiskt organiskt fast/flytande | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- NEW_TAXA | 6.1.2 | Fotokemikalier | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- NEW_TAXA | 6.1.2 | Bekämpningsmedel aerosoler | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- NEW_TAXA | 6.1.2 | Bekämpningsmedel fast | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Bekämpningsmedel flytande | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Kvicksilverhaltigt avfall | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Kvicksilver i föremål | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Oljehaltigt avfall (ej PCB) | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Olja förorenad (ej PCB) | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Färg-, lack-, limburkar lösning | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.29 justerad=0.29. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='Batterier' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Färg-, lack-, limburkar lösning aerosoler | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.29 justerad=0.29. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='Batterier' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Isocyanater | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Härdare metyl- etylketonperoxid | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Härdare dibenzoylperoxid | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | Färg-,lack-, limburkar vattenbaserade | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.41 justerad=0.46. Matchar category: ÅVC/verksamhetsavfall, waste_type: Elavfall. Skillnader service_type: Word='' kandidat='Abonnemang', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Tensida alkaliska flytande avfall | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.41 justerad=0.46. Matchar category: ÅVC/verksamhetsavfall, waste_type: Elavfall. Skillnader service_type: Word='' kandidat='Abonnemang', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Rengöring/vaskmedel fast | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.41 justerad=0.46. Matchar category: ÅVC/verksamhetsavfall, waste_type: Elavfall. Skillnader service_type: Word='' kandidat='Abonnemang', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- NEW_TAXA | 6.1.2 | Alkaliska flytande avfall | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Cytotoxiska läkemedel, cytostat | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- REVIEW_REQUIRED | 6.1.2 | Rökdetektor med andra isotoper | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.30 justerad=0.35. Matchar waste_type: Kyl/frys, property_type: Verksamhet. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Verksamhetsavfall', unit_type: Word='Styck' kandidat='', factor_hint: Word='ST' kandidat=''
