tax_code;attribute_key;attribute_count;materials;waste_types;units;container_types;intervals;property_types;source;source_text
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:291;Alkaliskt flytande avfall Avfallskod 20 01 29* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Alkaliskt flytande avfall Avfallskod 20 01 29* | 3266 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:292;Alkaliskt avfall fast Avfallskod 20 01 15* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Alkaliskt avfall fast Avfallskod 20 01 15* | 3262 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:293;Lösningsmedel Avfallskod 20 01 13* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Lösningsmedel Avfallskod 20 01 13* | 1993 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:294;Smittförande avfall Avfallskod 18 01 03* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Smittförande avfall Avfallskod 18 01 03* | 3291 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:295;Bekämpningsmedel Flytande Avfallskod 20 01 19* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Bekämpningsmedel Flytande Avfallskod 20 01 19* | 2903 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:296;Bekämpningsmedel Fast Avfallskod 20 01 19* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Bekämpningsmedel Fast Avfallskod 20 01 19* | 2588 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:297;Bekämpningsmedel aerosoler Avfallskod 20 01 19* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Bekämpningsmedel aerosoler Avfallskod 20 01 19* | 1950 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:298;Giftig oorganisk vätska Avfallskod 16 05 06* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Giftig oorganisk vätska Avfallskod 16 05 06* | 3287 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:299;Giftig organisk vätska Avfallskod 16 05 06* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Giftig organisk vätska Avfallskod 16 05 06* | 2810 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:300;Surt organisk vätska ämne Avfallskod 20 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Surt organisk vätska ämne Avfallskod 20 01 14* | 3265 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:301;Surt organisk fast ämne Avfallskod 20 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Surt organisk fast ämne Avfallskod 20 01 14* | 3261 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:302;Surt oorganiskt fast ämne Avfallskod 20 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Surt oorganiskt fast ämne Avfallskod 20 01 14* | 3260 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:303;Surt oorganisk vätska Avfallskod 20 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Surt oorganisk vätska Avfallskod 20 01 14* | 3264 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:304;Svavelsyra Avfallskod 20 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Svavelsyra Avfallskod 20 01 14* | 1832 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:305;Salpetersyra Avfallskod 20 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Salpetersyra Avfallskod 20 01 14* | 2031 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:306;Fluorvätesyra Avfallskod 20 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Fluorvätesyra Avfallskod 20 01 14* | 1790 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:307;Basiskt organiskt fast ämne/flytande Avfallskod 20 01 15* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Basiskt organiskt fast ämne/flytande Avfallskod 20 01 15* | 3263 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:308;Ammoniaklösning Avfallskod 20 01 15* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Ammoniaklösning Avfallskod 20 01 15* | 2672 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:309;Rengöringsmedel Avfallskod 20 01 29* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Rengöringsmedel Avfallskod 20 01 29* | 2903 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:310;Väteperoxid Avfallskod 20 01 13* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Väteperoxid Avfallskod 20 01 13* | 2014 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:311;Glykolspill Avfallskod 16 01 14* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Glykolspill Avfallskod 16 01 14* |  | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:312;Härdare dibenzoylperoxid Avfallskod 20 01 27* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Härdare dibenzoylperoxid Avfallskod 20 01 27* | 3106 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:313;Härdare metyletylketonperoxid Avfallskod 20 01 27* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Härdare metyletylketonperoxid Avfallskod 20 01 27* | 3105 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:314;Fotokemikalier Avfallskod 20 01 17* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Fotokemikalier Avfallskod 20 01 17* |  | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:315;Avfall med kvicksilverinnehåll Avfallskod 20 01 21* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Avfall med kvicksilverinnehåll Avfallskod 20 01 21* | 2809 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:316;Kvicksilver i föremål Avfallskod 20 01 21* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Kvicksilver i föremål Avfallskod 20 01 21* | 3506 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:317;Småkemikalier, ej Hg-haltiga Avfallskod 16 05 06* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Småkemikalier, ej Hg-haltiga Avfallskod 16 05 06* | 3286 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:319;Toner/färgpatroner Avfallskod 08 03 07 ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Toner/färgpatroner Avfallskod 08 03 07 |  | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:320;Oxiderande fast ämnen/vätska Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Oxiderande fast ämnen/vätska Avfallskod 16 05 04* | 1479 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:321;Klorex Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Klorex Avfallskod 16 05 04* | 1495 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:322;Aerosoler isocyanat/bekämpningsmedel/ugnsrengöring Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Aerosoler isocyanat/bekämpningsmedel/ugnsrengöring Avfallskod 16 05 04* | 1950 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:323;Tändare Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Tändare Avfallskod 16 05 04* | 1057 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:324;Engångsgasol Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Engångsgasol Avfallskod 16 05 04* | 2037 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:325;Brandsläckare Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Brandsläckare Avfallskod 16 05 04* | 1044 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:326;Koldioxid Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Koldioxid Avfallskod 16 05 04* | 1013 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:327;Gasol Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Gasol Avfallskod 16 05 04* | 1965 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:328;Helium Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Helium Avfallskod 16 05 04* | 1046 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:329;Syrgas Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Syrgas Avfallskod 16 05 04* | 1072 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:330;Halon Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Halon Avfallskod 16 05 04* | 1009 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:331;Absorbermedel, filtermaterial Avfallskod 15 02 02* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Absorbermedel, filtermaterial Avfallskod 15 02 02* | 1993 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:332;Cytotoxiska/Cytostatika Avfallskod 20 01 31* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Cytotoxiska/Cytostatika Avfallskod 20 01 31* | 3249 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:333;Isocyanater Avfallskod 20 01 27* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Isocyanater Avfallskod 20 01 27* | 3080 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:334;Tensider, flytande, alkaliskt FA Avfallskod 20 01 29* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Tensider, flytande, alkaliskt FA Avfallskod 20 01 29* | 1304 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:335;Oxidationsmedel, flytande Avfallskod 16 09 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Oxidationsmedel, flytande Avfallskod 16 09 04* | 1497 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:336;Explosiva komponenter Avfallskod 16 01 01* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Explosiva komponenter Avfallskod 16 01 01* | 12 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:337;Kasserad ammunition och fyverkerier Avfallskod 16 04 02* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Kasserad ammunition och fyverkerier Avfallskod 16 04 02* | 333 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:338;Kasserad ammunition och fyverkerier Avfallskod 16 04 01* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Kasserad ammunition och fyverkerier Avfallskod 16 04 01* | 12 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:339;Gödsel Avfallskod 02 01 06 ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Gödsel Avfallskod 02 01 06 | 1043 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:340;Oljeemulsion, emballerat Avfallskod 12 01 09* ÅVC/verksamhetsavfall Oljeavfall §6.1.2 | §6.1.2 | Oljeemulsion, emballerat Avfallskod 12 01 09* | 1202 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:342;Oljevskiljarslam Avfallskod 13 05 08* ÅVC/verksamhetsavfall Oljeavfall §6.1.2 | §6.1.2 | Oljevskiljarslam Avfallskod 13 05 08* | 3295 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:344;Hydraulslang, med och utan koppling Avfallskod 13 08 99* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Hydraulslang, med och utan koppling Avfallskod 13 08 99* | 3106 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:345;Bromsvätska Avfallskod 16 01 13* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Bromsvätska Avfallskod 16 01 13* |  | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:347;Rökdetektorer, Innehållande Am 241 Avfallskod 20 01 35* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Rökdetektorer, Innehållande Am 241 Avfallskod 20 01 35* | 2911 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:348;Rökdetektorer, innehållande andra isotoper än Am 241 Avfallskod 20 01 35* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Rökdetektorer, innehållande andra isotoper än Am 241 Avfallskod 20 01 35* | 2911 | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:349;Gasol, blå programmet Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Gasol, blå programmet Avfallskod 16 05 04* |  | Kr/Kg |  |  |  |  |  |  | 
;KG|VERKSAMHET;2;;;KG;;;VERKSAMHET;RULE:Taxepunkter:350;Halongaser Avfallskod 16 05 04* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Halongaser Avfallskod 16 05 04* |  | Kr/Kg |  |  |  |  |  |  | 
;KÄRL;1;;;;KÄRL;;;RULE:Taxepunkter:118;Hushåll §2.4.2 Överviktsavgift kärl | §2.4.2 Överviktsavgift kärl |  |  |  |  |  |  |  |  |  | 
;KÄRL;1;;;;KÄRL;;;RULE:Taxepunkter:127;Överfullt kärl Hushåll Tillfälle TILLFÄLLE §2.4.3 | §2.4.3 | Överfullt kärl |  | st/tillfälle/behållare |  |  |  |  |  |  | 
;KÄRL;1;;;;KÄRL;;;RULE:Taxepunkter:136;Ytterligare byte av kärl under kalenderåret Hushåll §2.4.5 | §2.4.5 | Ytterligare byte av kärl under kalenderåret |  | st/kärl |  |  |  |  |  |  | 
;KÄRL;1;;;;KÄRL;;;RULE:Taxepunkter:139;Kärl Hushåll Tillfälle TILLFÄLLE §2.4.6 | §2.4.6 | Kärl |  | st/tillfälle |  |  |  |  |  |  | 
;KÄRL;1;;;;KÄRL;;;RULE:Taxepunkter:168;Gravitationslås till kärl Hushåll Styck ST §2.4.11 | §2.4.11 | Gravitationslås till kärl |  | st |  |  |  |  |  |  | 
EVENEMANG;KÄRL;1;;;;KÄRL;;;RULE:Taxa_från_edp:25;Tjänsttaxa för tillfälliga evenemangskärl Okänd ÅRKV EVENEMANG | Tjänsttaxa för tillfälliga evenemangskärl | ÅRKV | Tjänsttaxa för tillfälliga evenemangskärl | 0
FLAKÄRL;KÄRL;1;;;;KÄRL;;;STANDARD:Standard Avfall:284;Försäljning Latrinkärl KVAN ANTL
KÄ50HL;KÄRL;1;;;;KÄRL;;;RULE:Taxa_från_edp:252;Kärl 50L Hundlatrin Okänd Behållarvolym ÅRKV KÄ50HL | Kärl 50L Hundlatrin | ÅRKV | Kärl 50l | ANTB
KÄLABUD;KÄRL;1;;;;KÄRL;;;STANDARD:Standard Avfall:207;Kärl, latrin. Budning KVAN ANTL
KÄRLBYTEFLER;KÄRL;1;;;;KÄRL;;;RULE:Taxa_från_edp:121;Ytterligare byte av kärl under kalenderåret Okänd KVAN KÄRLBYTEFLER | Ytterligare byte av kärl under kalenderåret | KVAN | Ytterligare byte av kärl under kalenderåret | ANTL
KÄRLTVÄTT;KÄRL;1;;;;KÄRL;;;STANDARD:Standard Avfall:299;Kärltvätt, pris per kärl ÅRKV eller KVAN ANTB eller ANTL
ORANTALUTS;KÄRL;1;;;;KÄRL;;;RULE:Taxa_från_edp:45;Orderrad för ändrat antal kärl, utsättning Okänd KVAN ORANTALUTS | Orderrad för ändrat antal kärl, utsättning | KVAN | Orderrad för ändrat antal kärl, utsättning | 0
ORKÄRLBYTE;KÄRL;1;;;;KÄRL;;;RULE:Taxa_från_edp:47;Orderrad för kärlbyte storlek, utsättning samt hemtagning Okänd KVAN ORKÄRLBYTE | Orderrad för kärlbyte storlek, utsättning samt hemtagning | KVAN | Orderrad för kärlbyte storlek, utsättning samt hemtagning | 0
ÅVC660I;KÄRL;1;;;;KÄRL;;;RULE:Taxa_från_edp:208;Kärl 660L, Invasiva Arter Okänd Behållarvolym ÅRKV ÅVC660I | Kärl 660L, Invasiva Arter | ÅRKV | Kärl 660 Invasiva arter | ANTB
ÅVC660T;KÄRL;1;;;;KÄRL;;;RULE:Taxa_från_edp:209;Kärl 660L, Textil Okänd Behållarvolym ÅRKV ÅVC660T | Kärl 660L, Textil | ÅRKV | Kärl 660 Textil | ANTB
NY MAT/REST;KÄRL,FACK;2;;;;KÄRL,FACK;;;RULE:Taxa_från_edp:36;Tjänsttaxa för ny tjänst 2 fackkärl mat/rest Okänd ÅRKV NY MAT/REST | Tjänsttaxa för ny tjänst 2 fackkärl mat/rest | ÅRKV | Tjänsttaxa för ny tjänst Mat/Rest | 0
VIKTOSPEC;KÄRL,FACK;2;;;;KÄRL,FACK;;;RULE:Taxa_från_edp:300;240L tvåfackskärl, viktavgift osorterat avfall Okänd Behållarvolym KVAN VIKTOSPEC | 240L tvåfackskärl, viktavgift osorterat avfall | KVAN | Viktavgift avfall reducerad taxa vid 1 lyft | VIKG,MAX60
GEMKÄFRI;KÄRL|FRITIDSHUS;2;;;;KÄRL;;FRITIDSHUS;RULE:Taxa_från_edp:100;Gemensam uppsamlingsplats med eget kärl, fritidshus Okänd ÅRKV GEMKÄFRI | Gemensam uppsamlingsplats med eget kärl, fritidshus | ÅRKV | Hämtningavgift gemensam uppsamlingsplats, eget kärl | ANTB
;LITER;1;;;LITER;;;;RULE:Dokumentation_Taxepunkter:13;L | Antal | Manuell | Taxevolym/bedömning | Anges vid behov för intäktsberäkning. | Ja
;LITER;1;;;LITER;;;;RULE:Dokumentation_Taxepunkter:15;N | Intäkt (kr) exkl | Automatisk | J/K och L | Nej
;LITER;1;;;LITER;;;;RULE:Färgstandard:3;Manuell inmatning | #FFF2CC | Fält som får fyllas manuellt | Taxepunkter A–F, L samt Taxa_Saknas arbetskolumner
FKOMPKASSE22;LITER;1;;;LITER;;;;STANDARD:Standard Avfall:279;Försäljning kompostkassar, 22 L KVAN ANTL
FKOMPPÅSE9;LITER;1;;;LITER;;;;STANDARD:Standard Avfall:278;Försäljning kompostpåsar, 9 L KVAN ANTL
FKOMPSTÄLL22;LITER;1;;;LITER;;;;STANDARD:Standard Avfall:281;Försäljning ställning för 22 L kompostkasse KVAN ANTL
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:21;§2.2.4 | 35 | 52 | Kärl 190 l (förpackningar) Hämtning varje vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190FP52FV | 52 | Hämtningsavgift per år för flerbostadshus / Kärl 190 l (förpackningar) | KÄ190FP52FV | Kärl 190 l (förpackningar). Hämtning varje vecka | RENH | HUSH | 1 | ÅRKV | Kärl 190 l (förpackningar) Hämtning varje vecka | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:22;§2.2.4 | 36 | 53 | Kärl 190 l (förpackningar) Hämtning var 14:e dag | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190FP26FV | 53 | Hämtningsavgift per år för flerbostadshus / Kärl 190 l (förpackningar) | KÄ190FP26FV | Kärl 190 l (förpackningar). Hämtning var 14:e dag | RENH | HUSH | 1 | ÅRKV | Kärl 190 l (förpackningar) Hämtning var 14:e dag | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:23;§2.2.4 | 37 | 54 | Kärl 190 l (förpackningar) Hämtning månadsvis | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190FP12FV | 54 | Hämtningsavgift per år för flerbostadshus / Kärl 190 l (förpackningar) | KÄ190FP12FV | Kärl 190 l (förpackningar). Hämtning månadsvis | RENH | HUSH | 1 | ÅRKV | Kärl 190 l (förpackningar) Hämtning månadsvis | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:24;§2.2.4 | 38 | 55 | Kärl 370 l (förpackningar) Hämtning varje vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ370FP52FV | 55 | Hämtningsavgift per år för flerbostadshus / Kärl 370 l (förpackningar) | KÄ370FP52FV | Kärl 370 l (förpackningar). Hämtning varje vecka | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (förpackningar) Hämtning varje vecka | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:25;§2.2.4 | 39 | 56 | Kärl 370 l (förpackningar) Hämtning var 14:e dag | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ370FP26FV | 56 | Hämtningsavgift per år för flerbostadshus / Kärl 370 l (förpackningar) | KÄ370FP26FV | Kärl 370 l (förpackningar). Hämtning var 14:e dag | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (förpackningar) Hämtning var 14:e dag | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:26;§2.2.4 | 40 | 57 | Kärl 370 l (förpackningar) Hämtning månadsvis | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ370FP12FV | 57 | Hämtningsavgift per år för flerbostadshus / Kärl 370 l (förpackningar) | KÄ370FP12FV | Kärl 370 l (förpackningar). Hämtning månadsvis | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (förpackningar) Hämtning månadsvis | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:27;§2.2.4 | 41 | 58 | Kärl 660 l (förpackningar) Hämtning varje vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ660FP52FV | 58 | Hämtningsavgift per år för flerbostadshus / Kärl 660 l (förpackningar) | KÄ660FP52FV | Kärl 660 l (förpackningar). Hämtning varje vecka | RENH | HUSH | 1 | ÅRKV | Kärl 660 l (förpackningar) Hämtning varje vecka | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:28;§2.2.4 | 42 | 59 | Kärl 660 l (förpackningar) Hämtning var 14:e dag | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ660FP26FV | 59 | Hämtningsavgift per år för flerbostadshus / Kärl 660 l (förpackningar) | KÄ660FP26FV | Kärl 660 l (förpackningar). Hämtning var 14:e dag | RENH | HUSH | 1 | ÅRKV | Kärl 660 l (förpackningar) Hämtning var 14:e dag | 0 | - | 1 | ANTB
;LITER,HÄMTNING|KÄRL;3;;;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:29;§2.2.4 | 43 | 60 | Kärl 660 l (förpackningar) Hämtning månadsvis | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ660FP12FV | 60 | Hämtningsavgift per år för flerbostadshus / Kärl 660 l (förpackningar) | KÄ660FP12FV | Kärl 660 l (förpackningar). Hämtning månadsvis | RENH | HUSH | 1 | ÅRKV | Kärl 660 l (förpackningar) Hämtning månadsvis | 0 | - | 1 | ANTB
