tax_code;attribute_key;attribute_count;materials;waste_types;units;container_types;intervals;property_types;source;source_text
;TRÄ;1;TRÄ;;;;;;RULE:Taxepunkter:169;Extra nyckel till gravitationslås Hushåll Styck ST §2.4.11 | §2.4.11 | Extra nyckel till gravitationslås |  | st |  |  |  |  |  |  | 
;TRÄ;1;TRÄ;;;;;;RULE:Taxepunkter:231;Dragning av extra slang vid 5-25 m Slam Tillfälle TILLFÄLLE §5.2 | §5.2 | Dragning av extra slang vid 5-25 m |  | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ;1;TRÄ;;;;;;RULE:Taxepunkter:232;Dragning av extra slang vid 25-35 m Slam Tillfälle TILLFÄLLE §5.2 | §5.2 | Dragning av extra slang vid 25-35 m |  | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ;1;TRÄ;;;;;;RULE:Taxepunkter:233;Dragning av extra slang vid 36-45 m Slam Tillfälle TILLFÄLLE §5.2 | §5.2 | Dragning av extra slang vid 36-45 m |  | kr/tillfälle |  |  |  |  |  |  | 
BYGGRIVTRÄ;TRÄ;1;TRÄ;;;;;;RULE:Taxa_från_edp:76;Bygg- och rivningsavfall, trä Okänd Träavfall KVAN BYGGRIVTRÄ | Bygg- och rivningsavfall, trä | KVAN | Bygg- och rivningsavfall, trä | KBMÖ
EXTMÄTVS;TRÄ;1;TRÄ;;;;;;RULE:Taxa_från_edp:87;Extra mätställe, vatten/spillvatten Okänd ÅRPR EXTMÄTVS | Extra mätställe, vatten/spillvatten | ÅRPR | Fast avgift, vatten/spillvatten | 
GASOL;TRÄ;1;TRÄ;;;;;;RULE:Taxa_från_edp:99;Gasol, blå programmet (kräver speciell transport) Okänd KVAN GASOL | Gasol, blå programmet (kräver speciell transport) | KVAN | Gasol, blå programmet | VIKG
GEMUPPEXTRA;TRÄ;1;TRÄ;;;;;;RULE:Taxepunkter:373;Extra digital licens (årskostnad) Hushåll §2.2.3 | §2.2.3 | Extra digital licens (årskostnad) |  | st/år | GEMUPPEXTRA | GEMUPPEXTRA |  |  |  |  | 
GEMUPPEXTRAFRI;TRÄ;1;TRÄ;;;;;;RULE:Taxepunkter:34;Extra digital licens (årskostnad) Hushåll §2.2.3 | §2.2.3 | Extra digital licens (årskostnad) |  | st/år | GEMUPPEXTRAFRI | GEMUPPEXTRAFRI |  |  |  |  | 
HALONGAS;TRÄ;1;TRÄ;;;;;;RULE:Taxa_från_edp:111;Halon gaser (kräver speciell transport) Okänd KVAN HALONGAS | Halon gaser (kräver speciell transport) | KVAN | Halon gaser | VIKG
IMPREGTRÄ;TRÄ;1;TRÄ;;;;;;RULE:Taxa_från_edp:114;Impregnerat trä, bygg- o rivningsavfall Okänd Träavfall KVAN IMPREGTRÄ | Impregnerat trä, bygg- o rivningsavfall | KVAN | Impregnerat trä, bygg- o rivningsavfall | KBMÖ
LÖSNINGSMEDEL;TRÄ;1;TRÄ;;;;;;RULE:Taxa_från_edp:125;Lösningsmedel och träolja Okänd KVAN LÖSNINGSMEDEL | Lösningsmedel och träolja | KVAN | Lösningsmedel och träolja | VIKG
TBL;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:442;Transport/ tömning baklastarbil KVAN ANTL
TBOM;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:432;Transport, bomkörning KVAN ANTL
TFB;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:441;Transport/ tömning flakbil KVAN ANTL
TFL;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:440;Transport/ tömning frontlastarbil KVAN ANTL
TLD;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:443;Transport/ tömning liftdumperbil KVAN ANTL
TLEVERANS;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:433;Transport, leveranskostnad KVAN ANTL
TLV;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:444;Transport/ tömning lastväxlarbil KVAN ANTL
TSBTIM;TRÄ;1;TRÄ;;;;;;STANDARD:Standard Avfall:439;Transport/ tömning sopbil, timtid KVAN ANTL
;TRÄ,PLAST|TON|VERKSAMHET;4;TRÄ,PLAST;;TON;;;VERKSAMHET;RULE:Taxepunkter:262;Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp ÅVC/verksamhetsavfall Vikt VIKG §6.1.2 | §6.1.2 | Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp |  | kr/ton |  |  |  |  |  |  | 
;TRÄ,PLAST|TON|VERKSAMHET;4;TRÄ,PLAST;;TON;;;VERKSAMHET;RULE:Taxepunkter:263;Träavfall – behandlat, utan tapet, plastmatta, tjärpapp ÅVC/verksamhetsavfall Vikt VIKG §6.1.2 | §6.1.2 | Träavfall – behandlat, utan tapet, plastmatta, tjärpapp |  | kr/ton |  |  |  |  |  |  | 
TRÄDGÅRD;TRÄ,STUBBAR/RÖTTER|TRÄDGÅRDSAVFALL;3;TRÄ,STUBBAR/RÖTTER;TRÄDGÅRDSAVFALL;;;;;RULE:Taxa_från_edp:286;Trädgårdsavfall, ris och stubbar till krossning Okänd KVAN TRÄDGÅRD | Trädgårdsavfall, ris och stubbar till krossning | KVAN | Trädgårdsavfall, ris och stubbar till krossning | KBMÖ
TCOTIM;TRÄ|CONTAINER;2;TRÄ;;;CONTAINER;;;STANDARD:Standard Avfall:438;Transport/tömning container, timtid KVAN ANTL
TINTAGCO;TRÄ|CONTAINER;2;TRÄ;;;CONTAINER;;;STANDARD:Standard Avfall:437;Transport, intagskostnad container KVAN ANTL
TUTSTÄLLCO;TRÄ|CONTAINER;2;TRÄ;;;CONTAINER;;;STANDARD:Standard Avfall:436;Transport, utställningskostnad container KVAN ANTL
GEMUPPEXTRAFRI;TRÄ|FRITIDSHUS;2;TRÄ;;;;;FRITIDSHUS;RULE:Taxa_från_edp:102;Extra mobilnyckel till Gemensam uppsamlingsplats, fritidshus Okänd ÅRPR GEMUPPEXTRAFRI | Extra mobilnyckel till Gemensam uppsamlingsplats, fritidshus | ÅRPR | Extra Mobilnyckel till ÅVS | 
MOBGEMFRI;TRÄ|FRITIDSHUS;2;TRÄ;;;;;FRITIDSHUS;RULE:Taxa_från_edp:130;Mobilnyckel Gemensam uppsamlingsplats, fritidshus Okänd ÅRKV MOBGEMFRI | Mobilnyckel Gemensam uppsamlingsplats, fritidshus | ÅRKV | Extra mobilnyckel | ANTL-1,MIN0
;TRÄ|HÄMTNING;2;TRÄ;;HÄMTNING;;;;RULE:Taxa_Saknas:6;§2.1 | 9 | 15 | Administrativ avgift vid beviljad dispens om uppehåll i hämtning eller eget omhändertagande av avfall under kommunalt ansvar | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | ADMINDISP | 15 | Grundavgift / Administrativ avgift vid beviljad dispens om uppehåll i hämtning eller eget omhändertagande av avfall under kommunalt ansvar | ADMINDISP | Administrativ avgift vid beviljad dispens om uppehåll i hämtning eller eget omhändertagande av avfall under kommunalt ansvar | RENH | HUSH | 1 | ÅRKV | Administrativ avgift vid beviljad dispens om uppehåll i hämtning eller eget omhändertagande av avfall under kommunalt ansvar | 0 | - | 1 | ANTB
ADMINDISP;TRÄ|HÄMTNING;2;TRÄ;;HÄMTNING;;;;RULE:Taxepunkter:15;Administrativ avgift vid beviljad dispens om uppehåll i hämtning eller eget omhändertagande av avfall under kommunalt ansvar Hushåll §2.1 | §2.1 | Administrativ avgift vid beviljad dispens om uppehåll i hämtning eller eget omhändertagande av avfall under kommunalt ansvar |  | st/år | ADMINDISP | ADMINDISP |  |  |  |  | 
KÄLAEXTORD;TRÄ|HÄMTNING|KÄRL;3;TRÄ;;HÄMTNING;KÄRL;;;STANDARD:Standard Avfall:208;Kärl, latrin. Extrakärl, ordinarie hämtning KVAN ANTL
;TRÄ|KG;2;TRÄ;;KG;;;;RULE:Taxepunkter:214;Filtermassor 500-1000 kg Tilläggstjänst Tillfälle TILLFÄLLE §4.1 | §4.1 | Filtermassor 500-1000 kg | Tillägg för transport och behandlingskostnad | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|KG;2;TRÄ;;KG;;;;RULE:Taxepunkter:241;Avgift om tömning ej kan utföras pga hinder, bristande transportväg, betonglock, lock tyngre än 25 kg eller vägran Slam Tillfälle TILLFÄLLE §5.2 | §5.2 | Avgift om tömning ej kan utföras pga hinder, bristande transportväg, betonglock, lock tyngre än 25 kg eller vägran |  | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|KG|VERKSAMHET;3;TRÄ;;KG;;;VERKSAMHET;RULE:Taxepunkter:195;Avgift om tömning ej kan utföras pga. hinder, bristande transportväg, betonglock, lock tyngre än 25 kg eller vägran Flerbostad/verksamhet Tillfälle TILLFÄLLE §3.2 | §3.2 | Avgift om tömning ej kan utföras pga. hinder, bristande transportväg, betonglock, lock tyngre än 25 kg eller vägran |  | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|KG|VERKSAMHET;3;TRÄ;;KG;;;VERKSAMHET;RULE:Taxepunkter:341;Oljeavfall, fast osortrat emballage Avfallskod 15 02 02* ÅVC/verksamhetsavfall Oljeavfall §6.1.2 | §6.1.2 | Oljeavfall, fast osortrat emballage Avfallskod 15 02 02* | 1202 | Kr/Kg |  |  |  |  |  |  | 
;TRÄ|KG|VERKSAMHET;3;TRÄ;;KG;;;VERKSAMHET;RULE:Taxepunkter:346;Transformatorer och kondensatorer som innehåller PCB Avfallskod 16 02 09* ÅVC/verksamhetsavfall §6.1.2 | §6.1.2 | Transformatorer och kondensatorer som innehåller PCB Avfallskod 16 02 09* | 3295 | Kr/Kg |  |  |  |  |  |  | 
;TRÄ|KG|VERKSAMHET;3;TRÄ;;KG;;;VERKSAMHET;RULE:Taxepunkter:351;Tryckinpregnerat virke Avfallskod 17 02 04* ÅVC/verksamhetsavfall Träavfall §6.1.2 | §6.1.2 | Tryckinpregnerat virke Avfallskod 17 02 04* |  | Kr/Kg |  |  |  |  |  |  | 
;TRÄ|KÄRL;2;TRÄ;;;KÄRL;;;RULE:Taxepunkter:130;Hushåll §2.4.4 Byte av trasigt kärl | §2.4.4 Byte av trasigt kärl |  |  |  |  |  |  |  |  |  | 
;TRÄ|KÄRL;2;TRÄ;;;KÄRL;;;RULE:Taxepunkter:131;Byte av trasigt kärl vid oaktsamhet Hushåll §2.4.4 | §2.4.4 | Byte av trasigt kärl vid oaktsamhet |  | st/kärl |  |  |  |  |  |  | 
ORTRASIGTKÄ;TRÄ|KÄRL;2;TRÄ;;;KÄRL;;;RULE:Taxa_från_edp:49;Orderrad för trasigt kärl. Laga/byta Okänd KVAN ORTRASIGTKÄ | Orderrad för trasigt kärl. Laga/byta | KVAN | Orderrad för trasigt kärl. Laga/byta | 0
TINTAGKÄ;TRÄ|KÄRL;2;TRÄ;;;KÄRL;;;STANDARD:Standard Avfall:435;Transport, intagskostnad kärl KVAN ANTL
TUTSTÄLLKÄ;TRÄ|KÄRL;2;TRÄ;;;KÄRL;;;STANDARD:Standard Avfall:434;Transport, utställningskostnad kärl KVAN ANTL
KÄEXTORD;TRÄ|KÄRL,SÄCK;3;TRÄ;;;KÄRL,SÄCK;;;STANDARD:Standard Avfall:301;Tömning extra kärl/säck, ordinarie tur KVAN ANTB
KÄRLBYTE240;TRÄ|LITER|KÄRL;3;TRÄ;;LITER;KÄRL;;;RULE:Taxa_från_edp:264;Byte/återtag av behållare en extra gång 140–240 liter Okänd Behållarvolym KVAN KÄRLBYTE240 | Byte/återtag av behållare en extra gång 140–240 liter | KVAN | Byte/återtag av behållare en extra gång 140–240 liter | ANTL
KÄRLBYTE660;TRÄ|LITER|KÄRL;3;TRÄ;;LITER;KÄRL;;;RULE:Taxa_från_edp:120;Byte/återtag av behållare en extra gång 370–660 liter Okänd Behållarvolym KVAN KÄRLBYTE660 | Byte/återtag av behållare en extra gång 370–660 liter | KVAN | Byte/återtag av behållare en extra gång 370–660 liter | ANTL
;TRÄ|M3;2;TRÄ;;M3;;;;RULE:Taxepunkter:223;Upp till 3 m3 Slam Volym VOLM §5.1 | §5.1 | Upp till 3 m3 | Tömning, transport och behandling av fettavskiljare/tank enligt anmält tömningsintervall | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|M3;2;TRÄ;;M3;;;;RULE:Taxepunkter:224;Mellan 3 m3 och 6 m3 Slam Volym VOLM §5.1 | §5.1 | Mellan 3 m3 och 6 m3 | Tömning, transport och behandling av fettavskiljare/tank enligt anmält tömningsintervall | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|M3;2;TRÄ;;M3;;;;RULE:Taxepunkter:225;Över 6 m3 Slam Volym VOLM §5.1 | §5.1 | Över 6 m3 | Tömning, transport och behandling av fettavskiljare/tank enligt anmält tömningsintervall | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|M3;2;TRÄ;;M3;;;;RULE:Taxepunkter:227;Mellan 3 m3 och 6 m3 Slam Volym VOLM §5.1 | §5.1 | Mellan 3 m3 och 6 m3 | Tillägg för transport och behandlingskostnad | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|M3;2;TRÄ;;M3;;;;RULE:Taxepunkter:228;Över 6 m3 Slam Volym VOLM §5.1 | §5.1 | Över 6 m3 | Tillägg för transport och behandlingskostnad | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|M3;2;TRÄ;;M3;;;;RULE:Taxepunkter:242;Tömning av extra tank i samband med ordinarie/budad tömning upp till 5 m3 Slam Volym VOLM §5.2 | §5.2 | Tömning av extra tank i samband med ordinarie/budad tömning upp till 5 m3 |  | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|M3|VERKSAMHET;3;TRÄ;;M3;;;VERKSAMHET;RULE:Taxepunkter:196;Tömning av extra tank/brunn i samband med ordinarie/budad tömning upp till 5 m3 Flerbostad/verksamhet Volym VOLM §3.2 | §3.2 | Tömning av extra tank/brunn i samband med ordinarie/budad tömning upp till 5 m3 |  | kr/tillfälle |  |  |  |  |  |  | 
;TRÄ|MAT|KG,LITER,HÄMTNING|KÄRL|VERKSAMHET;7;TRÄ;MAT;KG,LITER,HÄMTNING;KÄRL;;VERKSAMHET;RULE:Taxa_Saknas:48;"§2.2.5 | 62 | 81 | Kärl 140 l (matavfall) Hämtning varje vecka | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ140MA52FV | 81 | Hämtningsavgift per år för verksamheter / Kärl 140 l (matavfall) | KÄ140MA52FV | Kärl 140L, matavfall. Varje vecka. FLB/VHT | RENH | HUSH | 5 | KVAN | Kärl 140L Överviktsavgift för vikt över 60 kg, matavfall | 4.8 | 2026-01-01 00:00:00 | 0 | - | 1 | VIKG-60,MIN0"
;TRÄ|MAT|KG,LITER,HÄMTNING|KÄRL|VERKSAMHET;7;TRÄ;MAT;KG,LITER,HÄMTNING;KÄRL;;VERKSAMHET;RULE:Taxa_Saknas:49;"§2.2.5 | 63 | 82 | Kärl 140 l (matavfall) Hämtning var 14:e dag | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ140MA26FV | 82 | Hämtningsavgift per år för verksamheter / Kärl 140 l (matavfall) | KÄ140MA26FV | Kärl 140L, matavfall. Var 14:e dag. FLB/VHT | RENH | HUSH | 5 | KVAN | Kärl 140L Överviktsavgift för vikt över 60 kg, matavfall | 4.8 | 2026-01-01 00:00:00 | 0 | - | 1 | VIKG-60,MIN0"
;TRÄ|MAT|KG,LITER|KÄRL;5;TRÄ;MAT;KG,LITER;KÄRL;;;RULE:Taxepunkter:121;Extra kärl 140 l matavfall Hushåll Matavfall Behållarvolym VOLYM/BEHÅLLARE 140 §2.4.2 | §2.4.2 | Extra kärl 140 l matavfall | Över 60 kg | kr/kg |  |  |  |  |  |  | 
KÄ190XRM26;TRÄ|MAT|KG|KÄRL;4;TRÄ;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:227;Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag Okänd Matavfall Behållarvolym KVAN KÄ190XRM26 | Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
KÄ190XRM26FV;TRÄ|MAT|KG|KÄRL;4;TRÄ;MAT;KG;KÄRL;;;RULE:Taxa_från_edp:229;Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym KVAN KÄ190XRM26FV | Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag. FLB/VHT | KVAN | Viktavgift rest- matavfall kr/kg | VIKG
KÄ190XRM26;TRÄ|MAT|KÄRL;3;TRÄ;MAT;;KÄRL;;;RULE:Taxa_från_edp:226;Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag Okänd Matavfall Behållarvolym ÅRKV KÄ190XRM26 | Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag | ÅRKV | Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag | ANTB
KÄ190XRM26FV;TRÄ|MAT|KÄRL;3;TRÄ;MAT;;KÄRL;;;RULE:Taxa_från_edp:228;Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag. FLB/VHT Okänd Matavfall Behållarvolym ÅRKV KÄ190XRM26FV | Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag. FLB/VHT | ÅRKV | Kärl 120-190L extrakärl, rest/matavfall. Var 14:e dag | ANTB
;TRÄ|REST,MAT|LITER,HÄMTNING|KÄRL,FACK|VERKSAMHET;8;TRÄ;REST,MAT;LITER,HÄMTNING;KÄRL,FACK;;VERKSAMHET;RULE:Taxa_Saknas:39;"§2.2.5 | 53 | 72 | Kärl 240 l (mat-/restavfall) Hämtning varje vecka | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ240RM52FV | 72 | Hämtningsavgift per år för verksamheter / Kärl 240 l (mat-/restavfall) | KÄ240RM52FV | Tvåfackskärl 240L, rest/matavfall. Varje vecka. FLB/VHT | RENH | HUSH | 5 | ÅRKV | Dragväg 10,1-20 meter | 0 | 2023-01-01 00:00:00 | 0 | - | 1 | DR20"
;TRÄ|REST,MAT|LITER,HÄMTNING|KÄRL,FACK|VERKSAMHET;8;TRÄ;REST,MAT;LITER,HÄMTNING;KÄRL,FACK;;VERKSAMHET;RULE:Taxa_Saknas:40;"§2.2.5 | 54 | 73 | Kärl 240 l (mat-/restavfall) Hämtning var 14:e dag | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ240RM26FV | 73 | Hämtningsavgift per år för verksamheter / Kärl 240 l (mat-/restavfall) | KÄ240RM26FV | Tvåfackskärl 240L, rest/matavfall. Var 14:e dag. FLB/VHT | RENH | HUSH | 5 | ÅRKV | Dragväg 10,1-20 meter | 0 | 2026-01-01 00:00:00 | 0 | - | 1 | DR20"
;TRÄ|REST|KG,LITER,HÄMTNING|KÄRL|VERKSAMHET;7;TRÄ;REST;KG,LITER,HÄMTNING;KÄRL;;VERKSAMHET;RULE:Taxa_Saknas:42;"§2.2.5 | 56 | 75 | Kärl 370 l (restavfall) Hämtning varje vecka | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ370RE52FV | 75 | Hämtningsavgift per år för verksamheter / Kärl 370 l (restavfall) | KÄ370RE52FV | Kärl 370L, restavfall. Varje vecka. FLB/VHT | RENH | HUSH | 5 | KVAN | Kärl 370L 52V Överviktsavgift vikt över 60 kg, restavfall | 6.4 | 2026-01-01 00:00:00 | 0 | - | 1 | VIKG-60,MIN0"
;TRÄ|REST|KG,LITER,HÄMTNING|KÄRL|VERKSAMHET;7;TRÄ;REST;KG,LITER,HÄMTNING;KÄRL;;VERKSAMHET;RULE:Taxa_Saknas:43;"§2.2.5 | 57 | 76 | Kärl 370 l (restavfall) Hämtning var 14:e dag | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ370RE26FV | 76 | Hämtningsavgift per år för verksamheter / Kärl 370 l (restavfall) | KÄ370RE26FV | Kärl 370L, restavfall. Var 14:e dag. FLB/VHT | RENH | HUSH | 5 | KVAN | Kärl 370L 26V Överviktsavgift vikt över 60 kg, restavfall | 6.4 | 2026-01-01 00:00:00 | 0 | - | 1 | VIKG-60,MIN0"
;TRÄ|REST|KG,LITER,HÄMTNING|KÄRL|VERKSAMHET;7;TRÄ;REST;KG,LITER,HÄMTNING;KÄRL;;VERKSAMHET;RULE:Taxa_Saknas:45;"§2.2.5 | 59 | 78 | Kärl 660 l (restavfall) Hämtning varje vecka | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ660RE52FV | 78 | Hämtningsavgift per år för verksamheter / Kärl 660 l (restavfall) | KÄ660RE52FV | Kärl 660L, restavfall. Varje vecka. FLB/VHT | RENH | HUSH | 5 | KVAN | Kärl 660L 52V Överviktsavgift vikt över 100 kg, restavfall | 8 | 2026-01-01 00:00:00 | 0 | - | 1 | VIKG-100,MIN0"
;TRÄ|REST|KG,LITER,HÄMTNING|KÄRL|VERKSAMHET;7;TRÄ;REST;KG,LITER,HÄMTNING;KÄRL;;VERKSAMHET;RULE:Taxa_Saknas:46;"§2.2.5 | 60 | 79 | Kärl 660 l (restavfall) Hämtning var 14:e dag | Åtgärdad – FV-taxekod återanvänds efter godkännande | EDP-träff via strTaxebenamning/strTaxedelAvser; FV = flerbostadshus eller verksamhet | KÄ660RE26FV | 79 | Hämtningsavgift per år för verksamheter / Kärl 660 l (restavfall) | KÄ660RE26FV | Kärl 660L, restavfall. Var 14:e dag FLB/VHT | RENH | HUSH | 5 | KVAN | Kärl 660L 26V Överviktsavgift vikt över 100 kg, restavfall | 8 | 2026-01-01 00:00:00 | 0 | - | 1 | VIKG-100,MIN0"
KÄ190XRM12;TRÄ|REST|LITER,HÄMTNING|KÄRL;5;TRÄ;REST;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:21;Extrakärl 190 l (restavfall) Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.1 | §2.2.1 | Extrakärl 190 l (restavfall) | Hämtning månadsvis | st/år | KÄ190XRM12 | KÄ190XRM12 |  |  |  |  | 
KÄ190XRM12FRI;TRÄ|REST|LITER,HÄMTNING|KÄRL;5;TRÄ;REST;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:371;Extrakärl 190 l (restavfall) Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.2 | §2.2.2 | Extrakärl 190 l (restavfall) | Hämtning månadsvis | st/år | KÄ190XRM12FRI | KÄ190XRM12FRI |  |  |  |  | 
KÄ190XRM26;TRÄ|REST|LITER,HÄMTNING|KÄRL;5;TRÄ;REST;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:20;Extrakärl 190 l (restavfall) Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.1 | §2.2.1 | Extrakärl 190 l (restavfall) | Hämtning var 14:e dag | st/år | KÄ190XRM26 | KÄ190XRM26 |  |  |  |  | 
KÄ190XRM26FRI;TRÄ|REST|LITER,HÄMTNING|KÄRL;5;TRÄ;REST;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:27;Extrakärl 190 l (restavfall) Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.2 | §2.2.2 | Extrakärl 190 l (restavfall) | Hämtning var 14:e dag | st/år | KÄ190XRM26FRI | KÄ190XRM26FRI |  |  |  |  | 
;TRÄ|REST|LITER,HÄMTNING|KÄRL|FRITIDSHUS;6;TRÄ;REST;LITER,HÄMTNING;KÄRL;;FRITIDSHUS;RULE:Taxa_Saknas:10;§2.2.2 | 16 | 27 | Extrakärl 190 l (restavfall) Hämtning var 14:e dag | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190XRM26FRI | 27 | Hämtningsavgift per år för fritidshus / Extrakärl 190 l (restavfall) | KÄ190XRM26FRI | Extrakärl 190 l (restavfall). Hämtning var 14:e dag | RENH | HUSH | 1 | ÅRKV | Extrakärl 190 l (restavfall) Hämtning var 14:e dag | 0 | - | 1 | ANTB
;TRÄ|REST|LITER,HÄMTNING|KÄRL|FRITIDSHUS;6;TRÄ;REST;LITER,HÄMTNING;KÄRL;;FRITIDSHUS;RULE:Taxa_Saknas:11;§2.2.2 | 17 | 28 | Extrakärl 190 l (restavfall) Hämtning månadsvis | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190XRM12FRI | 28 | Hämtningsavgift per år för fritidshus / Extrakärl 190 l (restavfall) | KÄ190XRM12FRI | Extrakärl 190 l (restavfall). Hämtning månadsvis | RENH | HUSH | 1 | ÅRKV | Extrakärl 190 l (restavfall) Hämtning månadsvis | 0 | - | 1 | ANTB
;TRÄ|REST|LITER,HÄMTNING|KÄRL|SMÅHUS;6;TRÄ;REST;LITER,HÄMTNING;KÄRL;;SMÅHUS;RULE:Taxa_Saknas:8;§2.2.1 | 13 | 21 | Extrakärl 190 l (restavfall) Hämtning månadsvis | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190XRM12 | 21 | Hämtningsavgift per år för en- och tvåbostadshus / Extrakärl 190 l (restavfall) | KÄ190XRM12 | Extrakärl 190 l (restavfall). Hämtning månadsvis | RENH | HUSH | 1 | ÅRKV | Extrakärl 190 l (restavfall) Hämtning månadsvis | 0 | - | 1 | ANTB
BETALSÄCK;TRÄ|SÄCK|VERKSAMHET;3;TRÄ;;;SÄCK;;VERKSAMHET;RULE:Taxa_från_edp:196;Mottagningsavgift extrasäck till ÅVC ÅVC/verksamhetsavfall KVAN BETALSÄCK | Mottagningsavgift extrasäck till ÅVC | KVAN | Mottagningsavgift extrasäck till ÅVC | ANTL
;TRÄ|TON|VERKSAMHET;3;TRÄ;;TON;;;VERKSAMHET;RULE:Taxepunkter:264;Tryckimpregnerat trä (inkl pall) ÅVC/verksamhetsavfall Tryckimpregnerat trä Vikt VIKG §6.1.2 | §6.1.2 | Tryckimpregnerat trä (inkl pall) |  | kr/ton |  |  |  |  |  |  | 
TRÄDGÅRDKOMP;TRÄ|TRÄDGÅRDSAVFALL;2;TRÄ;TRÄDGÅRDSAVFALL;;;;;RULE:Taxa_från_edp:146;Trädgårdsavfall komposterbart Okänd KVAN TRÄDGÅRDKOMP | Trädgårdsavfall komposterbart | KVAN | Trädgårdsavfall komposterbart | KBMÖ
SÄTRBUD;TRÄ|TRÄDGÅRDSAVFALL|HÄMTNING|SÄCK;4;TRÄ;TRÄDGÅRDSAVFALL;HÄMTNING;SÄCK;;;RULE:Taxa_från_edp:144;Budad hämtning, trädgårdsavfall. Pris per säck Okänd KVAN SÄTRBUD | Budad hämtning, trädgårdsavfall. Pris per säck | KVAN | Budad hämtning, trädgårdsavfall. Pris per säck | ANTL
TRBUD;TRÄ|TRÄDGÅRDSAVFALL|M3,HÄMTNING;4;TRÄ;TRÄDGÅRDSAVFALL;M3,HÄMTNING;;;;RULE:Taxa_från_edp:145;Budad hämtning, trädgårdsavfall. Pris per m³ Okänd KVAN TRBUD | Budad hämtning, trädgårdsavfall. Pris per m³ | KVAN | Budad hämtning, trädgårdsavfall. Pris per m³ | KBMÖ
